journal_nlm_id	journal_abbrev	journal	delay_type	n_articles	median_delay	mean_delay	n_unique_dates	n_unique_years	n_unique_delays
0246127	Infect Immun	Infection and immunity	Acceptance	317	70	73.9779	156	1	143
0246127	Infect Immun	Infection and immunity	Publication	318	8	8.4434	40	1	22
0247035	Acta Neurol Belg	Acta neurologica Belgica	Acceptance	449	62	72.8085	347	5	167
0247035	Acta Neurol Belg	Acta neurologica Belgica	Publication	453	17	28.0883	280	4	84
0247551	Biol Neonate	Biology of the neonate	Acceptance	234	146	156.594	155	5	147
0247551	Biol Neonate	Biology of the neonate	Publication	233	87	101.082	131	4	107
0250101	Entomol Exp Appl	Entomologia experimentalis et applicata	Publication	5	74	91.2	5	3	5
0250655	Pattern Recognit	Pattern recognition	Acceptance	3	227	214.667	3	3	3
0251711	Behav Genet	Behavior genetics	Acceptance	704	168	201.705	562	12	335
0251711	Behav Genet	Behavior genetics	Publication	647	22	35.6801	515	11	105
0252155	J Wildl Manage	The Journal of wildlife management	Acceptance	8	325.5	325.375	8	3	8
0252155	J Wildl Manage	The Journal of wildlife management	Publication	8	79.5	79.5	8	4	8
0253664	Clin Genet	Clinical genetics	Acceptance	589	60	65.5637	398	4	147
0253664	Clin Genet	Clinical genetics	Publication	507	34	40.4379	246	4	69
0253725	Prog Histochem Cytochem	Progress in histochemistry and cytochemistry	Acceptance	14	44.5	56.9286	13	5	13
0253725	Prog Histochem Cytochem	Progress in histochemistry and cytochemistry	Publication	22	57.5	54.7727	21	9	18
0254164	Monatsh Chem	Monatshefte fur chemie	Acceptance	59	121	135.644	55	8	52
0254164	Monatsh Chem	Monatshefte fur chemie	Publication	59	42	49.661	51	7	38
0254212	Zool J Linn Soc	Zoological journal of the Linnean Society	Acceptance	4	154.5	180.5	4	3	4
0254212	Zool J Linn Soc	Zoological journal of the Linnean Society	Publication	3	126	116	3	2	3
0256422	Theor Popul Biol	Theoretical population biology	Acceptance	664	172	210.696	529	13	330
0256422	Theor Popul Biol	Theoretical population biology	Publication	631	13	20.8811	516	11	84
0260231	Mar Pollut Bull	Marine pollution bulletin	Acceptance	3791	105	124.386	1186	12	381
0260231	Mar Pollut Bull	Marine pollution bulletin	Publication	3682	28	33.1942	1571	12	128
0260316	J Commun Disord	Journal of communication disorders	Acceptance	436	235	246.773	275	13	255
0260316	J Commun Disord	Journal of communication disorders	Publication	387	14	22.1809	297	12	68
0261412	Appl Ergon	Applied ergonomics	Acceptance	1357	321	374.197	839	13	598
0261412	Appl Ergon	Applied ergonomics	Publication	1269	36	48.8652	879	12	146
0261510	Anal Lett	Analytical letters	Acceptance	1	17	17	1	1	1
0261510	Anal Lett	Analytical letters	Publication	1	126	126	1	1	1
0262321	J Contin Educ Nurs	Journal of continuing education in nursing	Acceptance	282	137	170.649	177	7	170
0262321	J Contin Educ Nurs	Journal of continuing education in nursing	Publication	220	42.5	54.8409	81	5	75
0262322	J Mol Cell Cardiol	Journal of molecular and cellular cardiology	Acceptance	2532	95	104.898	1678	13	304
0262322	J Mol Cell Cardiol	Journal of molecular and cellular cardiology	Publication	2213	10	17.3547	1266	12	99
0262521	Int Urol Nephrol	International urology and nephrology	Acceptance	1945	78	96.7378	1097	12	291
0262521	Int Urol Nephrol	International urology and nephrology	Publication	1954	23	44.6192	1005	10	206
0262613	Artif Intell	Artificial intelligence	Acceptance	2	592.5	592.5	2	2	2
0263470	Insectes Soc	Insectes sociaux	Acceptance	14	168	168.714	14	6	13
0263470	Insectes Soc	Insectes sociaux	Publication	14	23	24.8571	14	6	9
0265365	Pathol Biol (Paris)	Pathologie-biologie	Acceptance	938	34	87.2996	401	14	264
0265365	Pathol Biol (Paris)	Pathologie-biologie	Publication	776	63	76.9768	356	12	148
0266262	J Physiol	The Journal of physiology	Acceptance	536	81	85.8638	268	3	176
0266262	J Physiol	The Journal of physiology	Publication	330	42	44.0667	135	3	48
0267200	Am J Med	The American journal of medicine	Acceptance	2657	89	104.398	1552	13	347
0267200	Am J Med	The American journal of medicine	Publication	961	36	66.3694	401	9	211
0267442	Ophthalmic Res	Ophthalmic research	Acceptance	654	123	145.968	506	14	273
0267442	Ophthalmic Res	Ophthalmic research	Publication	591	125	149.247	326	12	236
0267637	J Extra Corpor Technol	The journal of extra-corporeal technology	Acceptance	7	121	131.857	4	1	7
0271103	Coord Chem Rev	Coordination chemistry reviews	Acceptance	3	97	88.6667	3	3	3
0311416	Med Mal Infect	Medecine et maladies infectieuses	Acceptance	895	146	163.359	372	12	330
0311416	Med Mal Infect	Medecine et maladies infectieuses	Publication	872	53.5	80.6204	507	11	178
0312676	Water Air Soil Pollut	Water, air, and soil pollution	Acceptance	107	121	127.654	96	7	76
0312676	Water Air Soil Pollut	Water, air, and soil pollution	Publication	107	22	32.5607	101	7	43
0313225	Jpn J Clin Oncol	Japanese journal of clinical oncology	Acceptance	127	81	86.4252	96	2	85
0313225	Jpn J Clin Oncol	Japanese journal of clinical oncology	Publication	127	33	35.8268	62	1	44
0314001	Acta Theriol (Warsz)	Acta theriologica	Acceptance	27	148	157.296	26	5	26
0314001	Acta Theriol (Warsz)	Acta theriologica	Publication	27	22	32.1852	26	5	19
0314024	Int J Parasitol	International journal for parasitology	Acceptance	1679	65	70.6158	1172	13	177
0314024	Int J Parasitol	International journal for parasitology	Publication	1465	31	33.3352	860	12	90
0314524	Med Microbiol Immunol	Medical microbiology and immunology	Acceptance	218	89	90.2294	175	6	133
0314524	Med Microbiol Immunol	Medical microbiology and immunology	Publication	220	17	25.8	182	6	51
0315061	Antimicrob Agents Chemother	Antimicrobial agents and chemotherapy	Acceptance	822	83	92.8321	249	1	203
0315061	Antimicrob Agents Chemother	Antimicrobial agents and chemotherapy	Publication	824	8	9.28034	42	1	38
0316266	Zool Scr	Zoologica scripta	Publication	1	44	44	1	1	1
0316520	Chromatographia	Chromatographia	Acceptance	52	91	93.3462	47	7	44
0316520	Chromatographia	Chromatographia	Publication	52	26.5	30.7115	49	7	33
0320626	J Med Primatol	Journal of medical primatology	Publication	147	31	35.6463	124	4	43
0320657	Chemosphere	Chemosphere	Acceptance	11152	130	148.221	3052	13	499
0320657	Chemosphere	Chemosphere	Publication	10122	38	43.5103	2223	12	205
0322116	Prev Med	Preventive medicine	Acceptance	2355	138	155.054	1072	13	399
0322116	Prev Med	Preventive medicine	Publication	2248	9	15.9475	1095	12	96
0322206	J Gynecol Obstet Biol Reprod (Paris)	Journal de gynecologie, obstetrique et biologie de la reproduction	Acceptance	902	121	145.394	391	10	303
0322206	J Gynecol Obstet Biol Reprod (Paris)	Journal de gynecologie, obstetrique et biologie de la reproduction	Publication	821	43	56.8088	519	10	125
0323431	Lang Speech Hear Serv Sch	Language, speech, and hearing services in schools	Acceptance	36	255.5	275.611	31	2	34
0323470	Kidney Int	Kidney international	Acceptance	634	148	165.211	177	4	277
0323470	Kidney Int	Kidney international	Publication	595	69	73.8706	129	4	67
0323767	Scand J Immunol	Scandinavian journal of immunology	Acceptance	320	78	92.8219	250	4	164
0324055	Ann Clin Biochem	Annals of clinical biochemistry	Publication	107	6	12.3645	69	2	28
0326264	Naunyn Schmiedebergs Arch Pharmacol	Naunyn-Schmiedeberg's archives of pharmacology	Acceptance	1591	93	108.859	1262	16	286
0326264	Naunyn Schmiedebergs Arch Pharmacol	Naunyn-Schmiedeberg's archives of pharmacology	Publication	1583	30	37.4788	1075	15	114
0326377	Thromb Res	Thrombosis research	Acceptance	3067	95	105.101	1457	13	305
0326377	Thromb Res	Thrombosis research	Publication	2728	27	31.0407	1417	12	132
0330057	Heart Lung	Heart & lung : the journal of critical care	Acceptance	738	139	181.26	482	12	335
0330057	Heart Lung	Heart & lung : the journal of critical care	Publication	496	52	76.0968	280	8	155
0330167	Arch Pharm (Weinheim)	Archiv der Pharmazie	Acceptance	480	62	75.875	211	7	134
0330167	Arch Pharm (Weinheim)	Archiv der Pharmazie	Publication	451	56	81.5366	269	6	143
0330411	Environ Health Perspect	Environmental health perspectives	Acceptance	2250	185	202.683	1114	11	415
0330411	Environ Health Perspect	Environmental health perspectives	Publication	1677	0	2.30173	829	10	40
0330471	Neurosci Behav Physiol	Neuroscience and behavioral physiology	Acceptance	195	120	145.154	41	7	130
0330471	Neurosci Behav Physiol	Neuroscience and behavioral physiology	Publication	85	570	562.882	25	3	37
0330500	Sci Total Environ	The Science of the total environment	Acceptance	9985	106	123.749	2922	14	471
0330500	Sci Total Environ	The Science of the total environment	Publication	9150	30	35.6903	2279	12	195
0330501	Soc Sci Res	Social science research	Acceptance	509	347	380.432	265	5	346
0330501	Soc Sci Res	Social science research	Publication	509	11	12.3006	371	5	33
0331072	Tissue Antigens	Tissue antigens	Acceptance	592	63	84.7162	299	4	196
0331072	Tissue Antigens	Tissue antigens	Publication	432	30	33.1042	220	4	53
0331757	Int J Environ Anal Chem	International journal of environmental analytical chemistry	Acceptance	1	90	90	1	1	1
0331757	Int J Environ Anal Chem	International journal of environmental analytical chemistry	Publication	1	127	127	1	1	1
0331761	Ir J Psychol	The Irish journal of psychology	Acceptance	1	272	272	1	1	1
0331761	Ir J Psychol	The Irish journal of psychology	Publication	1	57	57	1	1	1
0331777	Nephron	Nephron	Acceptance	122	96.5	117.639	94	2	98
0331777	Nephron	Nephron	Publication	122	43	54.5984	83	2	66
0332173	Resuscitation	Resuscitation	Acceptance	2780	102	114.043	1743	13	316
0332173	Resuscitation	Resuscitation	Publication	2451	36	53.1065	1038	11	219
0333506	J Psycholinguist Res	Journal of psycholinguistic research	Acceptance	38	333	329.132	23	3	33
0333506	J Psycholinguist Res	Journal of psycholinguistic research	Publication	38	22	25.8947	31	3	22
0333507	J Youth Adolesc	Journal of youth and adolescence	Acceptance	1236	93	144.365	859	18	346
0333507	J Youth Adolesc	Journal of youth and adolescence	Publication	953	14	15.5079	700	9	45
0333524	Res Policy	Research policy	Acceptance	1	623	623	1	1	1
0334721	ORL J Otorhinolaryngol Relat Spec	ORL; journal for oto-rhino-laryngology and its related specialties	Acceptance	607	108	126.934	310	14	218
0334721	ORL J Otorhinolaryngol Relat Spec	ORL; journal for oto-rhino-laryngology and its related specialties	Publication	501	96	146.142	304	11	222
0337330	J Hum Evol	Journal of human evolution	Acceptance	1213	252	300.405	868	14	519
0337330	J Hum Evol	Journal of human evolution	Publication	1079	59	77.9008	756	12	209
0342051	J Solution Chem	Journal of solution chemistry	Acceptance	29	135	151.448	29	5	26
0342051	J Solution Chem	Journal of solution chemistry	Publication	29	169	174.828	28	4	29
0342367	Br J Psychiatry	The British journal of psychiatry : the journal of mental science	Acceptance	109	201	219.147	60	2	92
0342367	Br J Psychiatry	The British journal of psychiatry : the journal of mental science	Publication	109	196	203.321	24	2	81
0346411	J Int Med Res	The Journal of international medical research	Acceptance	90	76	85.7333	65	3	72
0346411	J Int Med Res	The Journal of international medical research	Publication	90	117.5	138.644	53	2	72
0346653	Clin Endocrinol (Oxf)	Clinical endocrinology	Acceptance	890	84	95.3562	592	5	217
0346653	Clin Endocrinol (Oxf)	Clinical endocrinology	Publication	663	41	60.0015	246	3	128
0347227	Mech Ageing Dev	Mechanisms of ageing and development	Acceptance	879	124	138.524	598	13	286
0347227	Mech Ageing Dev	Mechanisms of ageing and development	Publication	806	11	18.8275	567	12	69
0354422	J Dent	Journal of dentistry	Acceptance	1697	102	120.219	1157	13	323
0354422	J Dent	Journal of dentistry	Publication	1577	11	27.1395	941	12	121
0354720	Arch Bronconeumol	Archivos de bronconeumologia	Acceptance	649	72	83.0847	505	9	206
0354720	Arch Bronconeumol	Archivos de bronconeumologia	Publication	584	66	91.714	420	8	167
0356503	Cryogenics (Guildf)	Cryogenics	Acceptance	1	69	69	1	1	1
0356504	Dev Growth Differ	Development, growth & differentiation	Acceptance	222	49	74.6216	198	4	116
0356504	Dev Growth Differ	Development, growth & differentiation	Publication	199	47	49.3769	142	4	57
0357015	Polymer (Guildf)	Polymer	Acceptance	1	72	72	1	1	1
0357245	Arch Environ Contam Toxicol	Archives of environmental contamination and toxicology	Acceptance	1717	129	144.63	662	14	331
0357245	Arch Environ Contam Toxicol	Archives of environmental contamination and toxicology	Publication	1584	30	66.524	884	12	232
0357344	Sociol Rev	The Sociological review	Acceptance	1	489	489	1	1	1
0357344	Sociol Rev	The Sociological review	Publication	1	313	313	1	1	1
0357443	Mem Cognit	Memory & cognition	Acceptance	418	70	78.2225	300	9	167
0360051	J Mol Evol	Journal of molecular evolution	Acceptance	1393	145	162.135	789	16	365
0360051	J Mol Evol	Journal of molecular evolution	Publication	928	35	59.9881	559	11	181
0360342	Basic Res Cardiol	Basic research in cardiology	Acceptance	768	114	139.397	633	13	287
0360342	Basic Res Cardiol	Basic research in cardiology	Publication	766	21	25.671	554	13	80
0360430	Z Kardiol	Zeitschrift fur Kardiologie	Acceptance	259	95	100.456	155	4	127
0361031	J Perinat Med	Journal of perinatal medicine	Acceptance	433	94	106.141	219	5	193
0361046	Prog Polym Sci	Progress in polymer science	Acceptance	1	101	101	1	1	1
0361055	Toxicology	Toxicology	Acceptance	2583	57	70.0159	1646	13	248
0361055	Toxicology	Toxicology	Publication	2235	9	14.0116	1196	11	78
0361512	Ann Biomed Eng	Annals of biomedical engineering	Acceptance	2367	126	158.687	1355	12	432
0361512	Ann Biomed Eng	Annals of biomedical engineering	Publication	2297	14	23.9151	1167	10	155
0361603	J Allied Health	Journal of allied health	Acceptance	358	182	209.83	296	12	231
0364220	Ambio	Ambio	Acceptance	299	173	184.274	241	5	202
0364220	Ambio	Ambio	Publication	299	30	34.3378	209	5	68
0364265	Intervirology	Intervirology	Acceptance	527	135	147.694	383	14	236
0364265	Intervirology	Intervirology	Publication	417	91	112.542	200	10	161
0364311	Urol Res	Urological research	Acceptance	652	134	153.638	376	12	289
0364311	Urol Res	Urological research	Publication	672	29	53.0967	467	11	150
0364456	Mol Cell Biochem	Molecular and cellular biochemistry	Acceptance	3662	92	102.002	641	12	256
0364456	Mol Cell Biochem	Molecular and cellular biochemistry	Publication	3489	16	29.0493	1639	10	207
0364535	Am J Community Psychol	American journal of community psychology	Publication	1	4	4	1	1	1
0364547	J Abnorm Child Psychol	Journal of abnormal child psychology	Acceptance	205	248	272.459	148	6	167
0364547	J Abnorm Child Psychol	Journal of abnormal child psychology	Publication	188	41	76.5638	119	4	90
0364620	J Neurocytol	Journal of neurocytology	Acceptance	47	126	151	41	3	43
0364620	J Neurocytol	Journal of neurocytology	Publication	30	210.5	249.3	3	2	29
0365304	Gynecol Oncol	Gynecologic oncology	Acceptance	4360	71	78.0424	1969	13	241
0365304	Gynecol Oncol	Gynecologic oncology	Publication	4053	29	30.3842	1663	11	125
0365307	Infection	Infection	Acceptance	1194	129.5	153.076	639	14	338
0365307	Infection	Infection	Publication	959	22	61.0834	585	9	200
0365332	Pediatr Radiol	Pediatric radiology	Acceptance	3248	89	104.147	1726	16	351
0365332	Pediatr Radiol	Pediatric radiology	Publication	3247	56	70.129	1587	15	235
0365356	NA	Wildlife Society bulletin	Acceptance	1	198	198	1	1	1
0365356	NA	Wildlife Society bulletin	Publication	1	142	142	1	1	1
0366126	Horm Res	Hormone research	Acceptance	568	149	168.014	309	8	255
0366126	Horm Res	Hormone research	Publication	503	72	123.966	237	7	179
0366151	Urology	Urology	Acceptance	7412	92	110.582	1993	13	437
0366151	Urology	Urology	Publication	3973	82	94.5172	755	10	262
0366372	J Clin Pharmacol	Journal of clinical pharmacology	Acceptance	599	77	85.591	419	5	176
0366372	J Clin Pharmacol	Journal of clinical pharmacology	Publication	473	39	72.8414	240	3	137
0367050	Pharmacol Biochem Behav	Pharmacology, biochemistry, and behavior	Acceptance	2889	128	147.49	1449	13	399
0367050	Pharmacol Biochem Behav	Pharmacology, biochemistry, and behavior	Publication	2440	8	15.4057	1176	12	81
0367070	Surg Neurol	Surgical neurology	Acceptance	1194	99	124.292	580	7	337
0367070	Surg Neurol	Surgical neurology	Publication	495	170	182.584	68	4	216
0367541	Cognition	Cognition	Acceptance	1763	254	293.976	1120	14	613
0367541	Cognition	Cognition	Publication	1635	38	45.5131	974	12	150
0370073	Allergol Immunopathol (Madr)	Allergologia et immunopathologia	Acceptance	417	64	71.3118	221	7	144
0370073	Allergol Immunopathol (Madr)	Allergologia et immunopathologia	Publication	397	120	129.32	230	7	164
0370121	Prog Neurobiol	Progress in neurobiology	Acceptance	701	142	161.241	493	13	278
0370121	Prog Neurobiol	Progress in neurobiology	Publication	619	10	16.6801	450	11	68
0370270	Acta Anaesthesiol Scand	Acta anaesthesiologica Scandinavica	Acceptance	184	85	102.451	145	2	121
0370270	Acta Anaesthesiol Scand	Acta anaesthesiologica Scandinavica	Publication	602	42	45.7375	280	5	72
0370307	Acta Cytol	Acta cytologica	Acceptance	419	70	82.2339	333	7	170
0370307	Acta Cytol	Acta cytologica	Publication	431	97	109.51	131	6	170
0370320	Acta Histochem	Acta histochemica	Acceptance	988	62	82.7287	722	13	213
0370320	Acta Histochem	Acta histochemica	Publication	921	40	51.2269	625	11	143
0370336	Acta Neurol Scand	Acta neurologica Scandinavica	Acceptance	1	159	159	1	1	1
0370336	Acta Neurol Scand	Acta neurologica Scandinavica	Publication	417	37	45.2302	214	5	86
