JrId	JournalTitle	NlmId	MedAbbr	IsoAbbr	ISSN (Print)	ISSN (Online)
49382	Promed komplementar	101543074	Promed Komplement	Promed Komplement	1866-5756	1613-7582
38457	International journal of polymer science	101543201	Int J Polym Sci	Int J Polym Sci	1687-9422	1687-9430
38458	Journal of clinical metabolism & diabetes	101543212	J Clin Metab Diabetes	J Clin Metab Diabetes		
38459	In vivo	101543215	In Vivo (Brooklyn)	In Vivo (Brooklyn)		
38580	Neurology research international	101543314	Neurol Res Int	Neurol Res Int	2090-1852	2090-1860
40509	Journal of microbiology & biology education	101543341	J Microbiol Biol Educ	J Microbiol Biol Educ	1935-7877	1935-7885
38581	Clinical, cosmetic and investigational dermatology	101543449	Clin Cosmet Investig Dermatol	Clin Cosmet Investig Dermatol		1178-7015
38582	Journal of asthma and allergy	101543450	J Asthma Allergy	J Asthma Allergy		1178-6965
38583	Journal of aging research	101543460	J Aging Res	J Aging Res	2090-2204	2090-2212
49480	Actualites pharmaceutiques hospitalieres	101543497	Actual Pharm Hosp	Actual Pharm Hosp	1769-7344	2213-6770
40033	Journal of adolescent and young adult oncology	101543508	J Adolesc Young Adult Oncol	J Adolesc Young Adult Oncol	2156-5333	2156-535X
40034	Therapeutic hypothermia and temperature management	101543518	Ther Hypothermia Temp Manag	Ther Hypothermia Temp Manag	2153-7658	2153-7933
39255	Spermatogenesis	101543545	Spermatogenesis	Spermatogenesis	2156-5554	2156-5562
40534	Research synthesis methods	101543738	Res Synth Methods	Res Synth Methods	1759-2879	1759-2887
44929	Phenomenology and the cognitive sciences	101543768	Phenomenol Cogn Sci	Phenomenol Cogn Sci	1568-7759	1572-8676
39132	Saudi journal of biological sciences	101543796	Saudi J Biol Sci	Saudi J Biol Sci	1319-562X	2213-7106
39478	Wiley interdisciplinary reviews. Climate change	101543806	Wiley Interdiscip Rev Clim Change	Wiley Interdiscip Rev Clim Change	1757-7780	1757-7799
38461	Biologie aujourd'hui	101544020	Biol Aujourdhui	Biol Aujourdhui	2105-0678	2105-0686
38622	Evidence & policy : a journal of research, debate and practice	101544368	Evid Policy	Evid Policy	1744-2648	1744-2656
38623	The European physical journal. B	101544377	Eur Phys J B	Eur Phys J B	1434-6028	1434-6036
38677	Agricultural economics (Amsterdam, Netherlands)	101544386	Agric Econ	Agric Econ	0169-5150	1574-0862
38706	Integrated computer-aided engineering	101544483	Integr Comput Aided Eng	Integr Comput Aided Eng	1069-2509	1875-8835
38678	Cell medicine	101544564	Cell Med	Cell Med		2155-1790
38707	International journal of head and neck surgery	101544568	Int J Head Neck Surg	Int J Head Neck Surg	0975-7899	0976-0539
38708	Journal of nucleic acids investigation	101544718	J Nucleic Acids Investig	J Nucleic Acids Investig	2036-7996	2035-6005
38679	Contributions to economic analysis & policy	101544753	Contrib Econ Analysis Policy	Contrib Econ Analysis Policy		1538-0645
38653	Drug, healthcare and patient safety	101544775	Drug Healthc Patient Saf	Drug Healthc Patient Saf		1179-1365
38709	Revue internationale du froid	101544778	Int J Refrig	Int J Refrig	0140-7007	1879-2081
38680	Gender, work, and organization	101544781	Gend Work Organ	Gend Work Organ	0968-6673	1468-0432
38710	Mathematical and computer modelling of dynamical systems	101544784	Math Comput Model Dyn Syst	Math Comput Model Dyn Syst	1387-3954	1744-5051
38681	Harvard health policy review : a student publication of the Harvard Interfaculty Initiative in Health Policy	101544796	Harvard Health Policy Rev	Harvard Health Policy Rev	1533-774X	1945-5070
38684	Hepatic medicine : evidence and research	101544801	Hepat Med	Hepat Med		1179-1535
38682	Proceedings of the ... IEEE International Conference on Information Reuse and Integration. IEEE International Conference on Information Reuse and Integration	101544822	Proc IEEE Int Conf Inf Reuse Integr	Proc IEEE Int Conf Inf Reuse Integr		
38683	Proceedings. IEEE International Conference on Semantic Computing	101544842	Proc IEEE Int Conf Semant Comput	Proc IEEE Int Conf Semant Comput		
38685	Frontiers in psychiatry	101545006	Front Psychiatry	Front Psychiatry		1664-0640
38711	SORT (Barcelona)	101545062	Sort (Barc)	Sort (Barc)	1696-2281	2013-8830
38712	Technology and innovation	101545118	Technol Innov	Technol Innov	1949-8241	
42719	Journal of nursing regulation	101545184	J Nurs Regul	J Nurs Regul	2155-8256	2155-8264
41803	International journal of biomedical nanoscience and nanotechnology	101545187	Int J Biomed Nanosci Nanotechnol	Int J Biomed Nanosci Nanotechnol	1756-0799	1756-0802
38713	The international journal of diversity in organisations, communities and nations	101545287	Int J Divers Organ Communities Nations	Int J Divers Organ Communities Nations	1447-9532	1447-9583
38714	Polymers	101545357	Polymers (Basel)	Polymers (Basel)		2073-4360
45522	Urological science	101545369	Urol Sci	Urol Sci	1879-5226	1879-5234
38715	Vibrant	101545401	Vibrant	Vibrant	1913-5122	
38716	Practical neurology (Fort Washington, Pa.)	101545459	Pract Neurol (Fort Wash Pa)	Pract Neurol (Fort Wash Pa)	1540-1367	2689-5420
38489	Zhongguo yi miao he mian yi	101545586	Zhongguo Yi Miao He Mian Yi	Zhongguo Yi Miao He Mian Yi	1006-916X	
38564	Chemical science	101545951	Chem Sci	Chem Sci	2041-6520	2041-6539
38610	Journal of the Korean Society of Coloproctology	101546077	J Korean Soc Coloproctol	J Korean Soc Coloproctol	2093-7822	2093-7830
45090	Advances in mental health and intellectual disabilities	101546320	Adv Ment Health Intellect Disabil	Adv Ment Health Intellect Disabil	2044-1282	2044-1290
39574	Journal of life care planning	101546364	J Life Care Plan	J Life Care Plan	2328-6172	2328-6180
40417	Journal of marine biology	101546389	J Mar Biol	J Mar Biol	1687-9481	1687-949X
38783	World journal of biological chemistry	101546471	World J Biol Chem	World J Biol Chem		1949-8454
39665	Evidence-based spine-care journal	101546672	Evid Based Spine Care J	Evid Based Spine Care J	1663-7976	1869-4136
46868	Journal of pharmaceutical investigation	101546743	J Pharm Investig	J Pharm Investig	2093-5552	2093-6214
38584	Autoimmune diseases	101546750	Autoimmune Dis	Autoimmune Dis	2090-0422	2090-0430
38586	Biochemistry research international	101546751	Biochem Res Int	Biochem Res Int	2090-2247	2090-2255
38585	Depression research and treatment	101546752	Depress Res Treat	Depress Res Treat	2090-1321	2090-133X
38587	International journal of nephrology	101546753	Int J Nephrol	Int J Nephrol	2090-214X	2090-2158
38588	Journal of skin cancer	101546757	J Skin Cancer	J Skin Cancer	2090-2905	2090-2913
38589	Frontiers in neurology	101546899	Front Neurol	Front Neurol		1664-2295
38590	Investigative genetics	101546908	Investig Genet	Investig Genet		2041-2223
41555	Journal of advanced research	101546952	J Adv Res	J Adv Res	2090-1232	2090-1224
38570	BMJ quality & safety	101546984	BMJ Qual Saf	BMJ Qual Saf	2044-5415	2044-5423
38613	Industrial psychiatry journal	101547239	Ind Psychiatry J	Ind Psychiatry J	0972-6748	0976-2795
38612	Journal of forensic dental sciences	101547241	J Forensic Dent Sci	J Forensic Dent Sci	0975-1475	0975-2137
38784	World journal of gastrointestinal pharmacology and therapeutics	101547456	World J Gastrointest Pharmacol Ther	World J Gastrointest Pharmacol Ther		2150-5349
38785	World journal of gastrointestinal pathophysiology	101547471	World J Gastrointest Pathophysiol	World J Gastrointest Pathophysiol		2150-5330
38786	World journal of diabetes	101547524	World J Diabetes	World J Diabetes		1948-9358
38611	The primary care companion for CNS disorders	101547532	Prim Care Companion CNS Disord	Prim Care Companion CNS Disord	2155-7772	2155-7780
38603	EMS world	101547538	EMS World	EMS World	2158-7833	2159-3078
39298	MSMR	101548156	MSMR	MSMR	2158-0111	2152-8217
47340	Field actions science reports	101548289	Field Actions Sci Rep	Field Actions Sci Rep	1867-139X	1867-8521
38618	PhytoKeys	101548554	PhytoKeys	PhytoKeys	1314-2011	1314-2003
38625	Marine and freshwater behaviour and physiology	101548682	Mar Freshw Behav Physiol	Mar Freshw Behav Physiol	1023-6244	1029-0362
38629	Medicare & medicaid research review	101548901	Medicare Medicaid Res Rev	Medicare Medicaid Res Rev		2159-0354
38627	Frontiers in pharmacology	101548923	Front Pharmacol	Front Pharmacol		1663-9812
38636	Biology of sex differences	101548963	Biol Sex Differ	Biol Sex Differ		2042-6410
38644	Frontiers in synaptic neuroscience	101548972	Front Synaptic Neurosci	Front Synaptic Neurosci		1663-3563
38654	Frontiers in microbiology	101548977	Front Microbiol	Front Microbiol		1664-302X
38645	Frontiers in physiology	101549006	Front Physiol	Front Physiol		1664-042X
39241	Food & function	101549033	Food Funct	Food Funct	2042-6496	2042-650X
39564	Therapeutic advances in drug safety	101549074	Ther Adv Drug Saf	Ther Adv Drug Saf	2042-0986	2042-0994
46749	The journal of breast health	101549103	J Breast Health	J Breast Health	1306-0945	1306-0953
46775	Forensic science international. Genetics supplement series	101549112	Forensic Sci Int Genet Suppl Ser	Forensic Sci Int Genet Suppl Ser	1875-1768	1875-175X
38787	World journal of clinical oncology	101549149	World J Clin Oncol	World J Clin Oncol		2218-4333
38835	Frontiers of medicine	101549428	Front Med	Front Med	2095-0217	2095-0225
38633	Vertebrate zoology	101549447	Vertebr Zool	Vertebr Zool	1864-5755	
43288	International gambling studies	101549448	Int Gambl Stud	Int Gambl Stud	1445-9795	1479-4276
38655	Advance for NPs & PAs	101549550	Adv NPs PAs	Adv NPs PAs	2325-6699	2325-6702
38637	Archives of Razi Institute	101549567	Arch Razi Inst	Arch Razi Inst	0365-3439	2008-9872
41008	Journal of cardiology cases	101549579	J Cardiol Cases	J Cardiol Cases		1878-5409
39565	Therapeutic advances in hematology	101549589	Ther Adv Hematol	Ther Adv Hematol	2040-6207	2040-6215
39233	Pediatric allergy, immunology, and pulmonology	101549629	Pediatr Allergy Immunol Pulmonol	Pediatr Allergy Immunol Pulmonol	2151-321X	2151-3228
41080	World journal of emergency medicine	101549691	World J Emerg Med	World J Emerg Med	1920-8642	
38638	Innovations in clinical neuroscience	101549695	Innov Clin Neurosci	Innov Clin Neurosci	2158-8333	2158-8341
38921	Journal of diabetes & metabolism	101549907	J Diabetes Metab	J Diabetes Metab		2155-6156
38854	American journal of cancer research	101549944	Am J Cancer Res	Am J Cancer Res		2156-6976
38856	Biochemistry insights	101549953	Biochem Insights	Biochem Insights		1178-6264
38855	Bulletin of the Chemical Society of Ethiopia	101549991	Bull Chem Soc Ethiop	Bull Chem Soc Ethiop	1011-3924	1726-801X
38857	Cardiac electrophysiology clinics	101549998	Card Electrophysiol Clin	Card Electrophysiol Clin	1877-9182	1877-9190
38858	Dental hypotheses	101550002	Dent Hypotheses	Dent Hypotheses		2155-8213
38859	Digest of technical papers. IEEE International Solid-State Circuits Conference	101550004	Dig Tech Pap IEEE Int Solid State Circuits Conf	Dig Tech Pap IEEE Int Solid State Circuits Conf	0193-6530	
38924	Journal of testing and evaluation	101550009	J Test Eval	J Test Eval	0090-3973	1945-7553
38922	Journal of the Indian Society of Agricultural Statistics. Indian Society of Agricultural Statistics	101550018	J Indian Soc Agric Stat	J Indian Soc Agric Stat	0019-6363	
38923	Journal of the Taiwan Institute of Chemical Engineers	101550026	J Taiwan Inst Chem Eng	J Taiwan Inst Chem Eng	1876-1070	1876-1089
38860	Environmental fluid mechanics (Dordrecht, Netherlands : 2001)	101550034	Environ Fluid Mech (Dordr)	Environ Fluid Mech (Dordr)	1567-7419	1573-1510
38861	Equity & excellence in education : University of Massachusetts School of Education journal	101550035	Equity Excell Educ	Equity Excell Educ	1066-5684	1547-3457
38863	European journal of political economy	101550054	Eur J Polit Econ	Eur J Polit Econ	0176-2680	1873-5703
38925	Evolution	101550060	Evolution (N Y)	Evolution (N Y)	1936-6426	1936-6434
38926	Journal of vaccines & vaccination	101550070	J Vaccines Vaccin	J Vaccines Vaccin		2157-7560
38927	Family violence prevention and health practice : an e-journal of the Family Violence Prevention Fund	101550074	Fam Viol Prev Health Pract	Fam Viol Prev Health Pract		1556-4827
38730	Journal of tissue engineering	101550131	J Tissue Eng	J Tissue Eng		2041-7314
38862	Educational horizons	101550160	Educ Horiz	Educ Horiz	0013-175X	
38928	Nano communication networks	101550164	Nano Commun Netw	Nano Commun Netw	1878-7789	1878-7797
38930	Nanoscience and nanotechnology letters (Print)	101550168	Nanosci Nanotechnol Lett	Nanosci Nanotechnol Lett	1941-4900	1941-4919
38929	High pressure research	101550174	High Press Res	High Press Res	0895-7959	1477-2299
38931	History of geo- and space sciences	101550175	Hist Geo Space Sci	Hist Geo Space Sci	2190-5010	2190-5029
38934	International journal for computational vision and biomechanics	101550180	Int J Comput Vis Biomech	Int J Comput Vis Biomech	0973-6778	
38933	Nutrition and metabolic insights	101550186	Nutr Metab Insights	Nutr Metab Insights		1178-6388
38646	Advances and applications in bioinformatics and chemistry : AABC	101550215	Adv Appl Bioinform Chem	Adv Appl Bioinform Chem		1178-6949
38647	Infection and drug resistance	101550216	Infect Drug Resist	Infect Drug Resist		1178-6973
38648	International journal of nephrology and renovascular disease	101550217	Int J Nephrol Renovasc Dis	Int J Nephrol Renovasc Dis		1178-7058
38641	Genetics research	101550220	Genet Res (Camb)	Genet Res (Camb)	0016-6723	1469-5073
38935	Journal of AIDS & clinical research	101550222	J AIDS Clin Res	J AIDS Clin Res		2155-6113
38936	Psychology of violence	101550224	Psychol Violence	Psychol Violence	2152-0828	2152-081X
38937	Journal of applied economics	101550228	J Appl Econ	J Appl Econ	1514-0326	1667-6726
38938	Journal of applied remote sensing	101550230	J Appl Remote Sens	J Appl Remote Sens		1931-3195
38939	Journal of bioanalysis & biomedicine	101550236	J Bioanal Biomed	J Bioanal Biomed		1948-593X
38940	Journal of cell science & therapy	101550241	J Cell Sci Ther	J Cell Sci Ther		2157-7013
38941	Journal of chemistry and chemical engineering	101550242	J Chem Chem Eng	J Chem Chem Eng	1934-7375	
38942	Journal of developmental entrepreneurship : JDE	101550243	J Dev Entrep	J Dev Entrep	1084-9467	
38944	Quality engineering	101550255	Qual Eng	Qual Eng	0898-2112	1532-4222
38946	Proceedings of the ... International Conference on Machine Learning and Applications. International Conference on Machine Learning and Applications	101550260	Proc Int Conf Mach Learn Appl	Proc Int Conf Mach Learn Appl		
38948	International forum of allergy & rhinology	101550261	Int Forum Allergy Rhinol	Int Forum Allergy Rhinol	2042-6976	2042-6984
38947	Remote sensing letters (Print)	101550266	Remote Sens Lett	Remote Sens Lett	2150-704X	2150-7058
38949	Surface & coatings technology	101550294	Surf Coat Technol	Surf Coat Technol	0257-8972	1879-3347
43300	Quantum bioinformatics IV : from quantum information to bio-informatics : Tokyo University of Science, Japan, 10-13 March 2010	101550299	Quantum Bioinform IV (2010)	Quantum Bioinform IV (2010)		
39293	Brain connectivity	101550313	Brain Connect	Brain Connect	2158-0014	2158-0022
38950	The European journal of cardiovascular medicine	101550317	Eur J Cardiovasc Med	Eur J Cardiovasc Med	2042-4884	2042-4892
38953	The journal of equity in health	101550321	J Equity Health	J Equity Health		
38951	The open nutraceuticals journal	101550324	Open Nutraceuticals J	Open Nutraceuticals J		1876-3960
38717	Translational neuroscience	101550327	Transl Neurosci	Transl Neurosci	2081-3856	2081-6936
41396	Journal of the advanced practitioner in oncology	101550346	J Adv Pract Oncol	J Adv Pract Oncol	2150-0878	2150-0886
38952	WebmedCentral	101550379	Webmedcentral	Webmedcentral		2046-1690
38864	Decision support systems	101550449	Decis Support Syst	Decis Support Syst	0167-9236	1873-5797
38865	Journal of engineering materials and technology	101550468	J Eng Mater Technol	J Eng Mater Technol	0094-4289	1528-8889
39195	ASSETS. ACM Conference on Assistive Technologies	101550545	ASSETS	ASSETS		
38814	Social psychology of education : an international journal	101550788	Soc Psychol Educ	Soc Psychol Educ	1381-2890	1573-1928
38866	Journal of Applied Computer Science Methods	101550790	J Appl Comput Sci Methods	J Appl Comput Sci Methods	1689-9636	2391-8241
38868	International neurotrauma letter	101550833	Int Neurotrauma Lett	Int Neurotrauma Lett		
38869	Surface science reports	101550866	Surf Sci Rep	Surf Sci Rep	0167-5729	1879-274X
38870	Journal of blood medicine	101550884	J Blood Med	J Blood Med		1179-2736
38867	Data & knowledge engineering	101550897	Data Knowl Eng	Data Knowl Eng	0169-023X	1872-6933
38656	Frontiers in psychology	101550902	Front Psychol	Front Psychol		1664-1078
38871	Marketing letters	101550905	Mark Lett	Mark Lett	0923-0645	1573-059X
38788	Journal of oral microbiology	101551049	J Oral Microbiol	J Oral Microbiol		2000-2297
39257	Genes	101551097	Genes (Basel)	Genes (Basel)		2073-4425
38955	Journal of biomedical research	101551157	J Biomed Res	J Biomed Res	1674-8301	2352-4685
39004	Patient related outcome measures	101551170	Patient Relat Outcome Meas	Patient Relat Outcome Meas		1179-271X
39006	Advanced science letters	101551253	Adv Sci Lett	Adv Sci Lett	1936-6612	1936-7317
39005	Mechatronics : the science of intelligent machines	101551281	Mechatronics (Oxf)	Mechatronics (Oxf)	0957-4158	1873-4006
38872	Open access animal physiology	101551288	Open Access Anim Physiol	Open Access Anim Physiol		1179-2779
38873	Journal of neuroparasitology	101551303	J Neuroparasitology	J Neuroparasitology	2090-2344	2090-2352
44539	Journal of paramedical sciences	101551399	J Paramed Sci	J Paramed Sci	2008-496X	2008-4978
39074	Journal of Ayurveda and integrative medicine	101551404	J Ayurveda Integr Med	J Ayurveda Integr Med	0975-9476	0976-2809
38687	Chiropractic & manual therapies	101551481	Chiropr Man Therap	Chiropr Man Therap		2045-709X
39007	ISPRS journal of photogrammetry and remote sensing : official publication of the International Society for Photogrammetry and Remote Sensing (ISPRS)	101551484	ISPRS J Photogramm Remote Sens	ISPRS J Photogramm Remote Sens	0924-2716	1872-8235
39008	The open obesity journal	101551494	Open Obes J	Open Obes J		1876-8237
39009	Journal of community genetics	101551501	J Community Genet	J Community Genet	1868-310X	1868-6001
39010	Journal of transport and land use	101551503	J Transp Land Use	J Transp Land Use		1938-7849
39011	Stem Cell Studies	101551506	Stem Cell Stud	Stem Cell Stud		2038-9566
38731	Journal of laboratory physicians	101551511	J Lab Physicians	J Lab Physicians	0974-2727	0974-7826
38733	Perspectives in clinical research	101551517	Perspect Clin Res	Perspect Clin Res	2229-3485	2229-5488
38732	Herpesviridae	101551529	Herpesviridae	Herpesviridae		2042-4280
38789	Pediatric reports	101551542	Pediatr Rep	Pediatr Rep	2036-749X	2036-7503
39055	Journal of venom research	101551555	J Venom Res	J Venom Res		2044-0324
38734	Beilstein journal of nanotechnology	101551563	Beilstein J Nanotechnol	Beilstein J Nanotechnol		2190-4286
38790	Neurology international	101551564	Neurol Int	Neurol Int	2035-8385	2035-8377
38874	Journal of medical cases	101551824	J Med Cases	J Med Cases	1923-4155	1923-4163
38876	Organic chemistry International	101551828	Org Chem Int	Org Chem Int	2090-200X	2090-2018
38877	Journal of fluids engineering	101551830	J Fluids Eng	J Fluids Eng	0098-2202	1528-901X
42534	Social science and dentistry	101551911	Soc Sci Dent	Soc Sci Dent	2040-4263	2040-4271
41397	Journal of oral & maxillofacial research	101552108	J Oral Maxillofac Res	J Oral Maxillofac Res		2029-283X
38735	Journal of pharmacology & pharmacotherapeutics	101552113	J Pharmacol Pharmacother	J Pharmacol Pharmacother	0976-500X	0976-5018
38720	Limnology	101552165	Limnology (Tokyo)	Limnology (Tokyo)	1439-8621	1439-863X
38878	Proceedings of the ... International Conference on Biomedical Engineering and Informatics. International Conference on Biomedical Engineering and Informatics	101552235	Proc Int Conf Biomed Eng Inform	Proc Int Conf Biomed Eng Inform	1948-2914	1948-2922
38956	The open parasitology journal	101552240	Open Parasitol J	Open Parasitol J		1874-4214
38957	Topics in organometallic chemistry	101552265	Top Organomet Chem	Top Organomet Chem	1436-6002	1616-8534
38959	Continental shelf research	101552269	Cont Shelf Res	Cont Shelf Res	0278-4343	1873-6955
39012	Proceedings. IEEE Radio and Wireless Symposium	101552334	Proc IEEE Radio Wirel Symp	Proc IEEE Radio Wirel Symp		
38737	Biotechnology research international	101552363	Biotechnol Res Int	Biotechnol Res Int	2090-3138	2090-3146
38958	Theranostics	101552395	Theranostics	Theranostics		1838-7640
38960	European paediatrics review	101552455	Eur Paediatr Rev	Eur Paediatr Rev	1757-1006	1757-1014
38962	Innovations in systems and software engineering	101552463	Innov Syst Softw Eng	Innov Syst Softw Eng	1614-5046	1614-5054
42720	Macromolecular research	101552479	Macromol Res	Macromol Res	1598-5032	2092-7673
39013	Pregnancy hypertension	101552483	Pregnancy Hypertens	Pregnancy Hypertens	2210-7789	2210-7797
38963	European oncology	101552551	Eur Oncol	Eur Oncol	1758-3853	1758-3861
38964	Ulcers	101552557	Ulcers	Ulcers	2090-1526	2090-1534
38965	Geomorphology (Amsterdam, Netherlands)	101552567	Geomorphology (Amst)	Geomorphology (Amst)	0169-555X	1872-695X
38967	Discrete and continuous dynamical systems. Series B	101552619	Discrete Continuous Dyn Syst Ser B	Discrete Continuous Dyn Syst Ser B	1531-3492	1553-524X
38966	Microelectronic engineering	101552621	Microelectron Eng	Microelectron Eng	0167-9317	1873-5568
38961	LSO working papers in linguistics	101552629	LSO Work Pap Linguist	LSO Work Pap Linguist		
39234	Journal of mid-life health	101552746	J Midlife Health	J Midlife Health	0976-7800	0976-7819
38736	Biodiversity (Nepean, Ont.)	101552791	Biodiversity (Nepean)	Biodiversity (Nepean)	1488-8386	
39528	BMJ open	101552874	BMJ Open	BMJ Open		2044-6055
38815	Journal of cachexia, sarcopenia and muscle	101552883	J Cachexia Sarcopenia Muscle	J Cachexia Sarcopenia Muscle	2190-5991	2190-6009
39197	Journal of stem cells & regenerative medicine	101552911	J Stem Cells Regen Med	J Stem Cells Regen Med		0973-7154
38739	Cellular oncology (Dordrecht)	101552938	Cell Oncol (Dordr)	Cell Oncol (Dordr)	2211-3428	2211-3436
39529	Contemporary clinical dentistry	101552967	Contemp Clin Dent	Contemp Clin Dent	0976-237X	0976-2361
39840	Psychology of well-being	101553122	Psychol Well Being	Psychol Well Being		2211-1522
38748	International journal of sports physical therapy	101553140	Int J Sports Phys Ther	Int J Sports Phys Ther		2159-2896
38750	Vascular cell	101553155	Vasc Cell	Vasc Cell		2045-824X
38746	Fluids and barriers of the CNS	101553157	Fluids Barriers CNS	Fluids Barriers CNS		2045-8118
39742	Organic and medicinal chemistry letters	101553172	Org Med Chem Lett	Org Med Chem Lett		2191-2858
49254	Journal of applied arts & health	101553197	J Appl Arts Health	J Appl Arts Health	2040-2457	2040-2465
38791	Journal of ophthalmic inflammation and infection	101553216	J Ophthalmic Inflamm Infect	J Ophthalmic Inflamm Infect		1869-5760
41398	HeilberufeSCIENCE	101553221	HeilberufeScience	HeilberufeScience		2190-2100
45227	Diabetology international	101553224	Diabetol Int	Diabetol Int	2190-1678	2190-1686
39097	US oncology	101553257	US Oncol	US Oncol	1758-4027	1758-4035
39083	Geriatrie et psychologie neuropsychiatrie du vieillissement	101553404	Geriatr Psychol Neuropsychiatr Vieil	Geriatr Psychol Neuropsychiatr Vieil	2115-8789	2115-7863
38822	The American journal of Islamic social sciences	101553405	Am J Islam Soc Sci	Am J Islam Soc Sci	0887-7653	
38824	American literary history	101553406	Am lit Hist	Am lit Hist	0896-7148	1468-4365
38816	American studies international	101553407	Am Stud Int	Am Stud Int	0883-105X	
38818	Asian agri-history	101553409	Asian Agrihist	Asian Agrihist	0971-7730	
38819	Aschkenas	101553414	Aschkenas (Wien)	Aschkenas (Wien)	1016-4987	
38820	Atlantic studies (Abingdon, England)	101553417	Atl Stud (Abingdon)	Atl Stud (Abingdon)	1478-8810	1740-4649
38828	Bios (Leverkusen, Germany)	101553427	Bios (Leverk)	Bios (Leverk)	0933-5315	
38829	Blatter fur deutsche Landesgeschichte	101553445	Bl Dtsch Landesgesch	Bl Dtsch Landesgesch	0006-4408	
38830	Business and economic history : papers presented at the ... annual meeting of the Business History Conference. Business History Conference	101553514	Bus Econ Hist	Bus Econ Hist	0894-6825	
38744	Clinics and research in hepatology and gastroenterology	101553659	Clin Res Hepatol Gastroenterol	Clin Res Hepatol Gastroenterol	2210-7401	2210-741X
38831	Caribbean quarterly	101553695	Caribb Q	Caribb Q	0008-6495	
38833	Comparativ : Leipziger Beitrage zur Universalgeschichte und vergleichenden Gesellschaftsforschung	101553701	Comparativ (Leipz)	Comparativ (Leipz)	0940-3566	
39113	Acute medicine	101553725	Acute Med	Acute Med	1747-4884	1747-4892
38823	Selected papers. Consortium on Revolutionary Europe, 1750-1850	101553777	Sel Pap Consort Revolut Eur 1759 1850	Sel Pap Consort Revolut Eur 1759 1850	1092-0013	
38826	Dimensions (New York, N.Y.)	101553788	Dimensions (N Y N Y)	Dimensions (N Y N Y)	0882-1240	
38968	Advances in bioscience and biotechnology (Print)	101553812	Adv Biosci Biotechnol	Adv Biosci Biotechnol	2156-8456	2156-8502
38792	AIDS research and treatment	101553816	AIDS Res Treat	AIDS Res Treat	2090-1240	2090-1259
38793	International journal of molecular imaging	101553817	Int J Mol Imaging	Int J Mol Imaging	2090-1712	2090-1720
38794	Journal of drug delivery	101553818	J Drug Deliv	J Drug Deliv	2090-3014	2090-3022
38795	Journal of lipids	101553819	J Lipids	J Lipids	2090-3030	2090-3049
38796	Journal of pregnancy	101553823	J Pregnancy	J Pregnancy	2090-2727	2090-2735
39743	International journal of ophthalmology	101553860	Int J Ophthalmol	Int J Ophthalmol	2222-3959	2227-4898
46336	McGill Science undergraduate research journal : MSURJ	101554065	McGill Sci Undergrad Res J	McGill Sci Undergrad Res J	1718-0775	1718-0783
41556	Endocrinology and metabolism (Seoul, Korea)	101554139	Endocrinol Metab (Seoul)	Endocrinol Metab (Seoul)	2093-596X	2093-5978
38834	The European studies journal	101554216	Eur Stud J	Eur Stud J	0894-6337	
38969	Environmental justice (Print)	101554252	Environ Justice	Environ Justice	1939-4071	1937-5174
38879	Gastronomica : the journal of food and culture	101554255	Gastronomica (Berkeley Calif)	Gastronomica (Berkeley Calif)	1529-3262	1533-8622
38880	Geschichte und Gegenwart	101554351	Gesch Ggw (Graz)	Gesch Ggw (Graz)	1017-1444	
38883	Han'guk Kwahaksa Hakhoeji	101554427	Hanguk Kwahaksa Hakhoeji	Hanguk Kwahaksa Hakhoeji	1229-7895	
38884	Hispanic review	101554450	Hisp Rev	Hisp Rev	0018-2176	1553-0639
38885	History and technology	101554451	Hist Technol	Hist Technol	0734-1512	1477-2620
38754	Nursing children and young people	101554473	Nurs Child Young People	Nurs Child Young People	2046-2336	2046-2344
39015	Atmospheric pollution research	101554506	Atmos Pollut Res	Atmos Pollut Res		1309-1042
39017	Biofuels	101554569	Biofuels	Biofuels	1759-7269	1759-7277
39018	Clinical investigation	101554582	Clin Investig (Lond)	Clin Investig (Lond)	2041-6792	2041-6806
39014	Journal of clinical bioinformatics	101554637	J Clin Bioinforma	J Clin Bioinforma		2043-9113
39019	Conference on Computer Vision and Pattern Recognition Workshops. IEEE Computer Society Conference on Computer Vision and Pattern Recognition. Workshops	101554644	Conf Comput Vis Pattern Recognit Workshops	Conf Comput Vis Pattern Recognit Workshops	2160-7508	2160-7516
39020	ISM ... : ... IEEE International Symposium on Multimedia ... : proceedings. IEEE International Symposium on Multimedia	101554647	ISM	ISM		
39021	OnLine journal of biological sciences	101554657	Online J Biol Sci	Online J Biol Sci		1608-4217
39022	The international journal of soil, sediment and water : documenting the cutting edge of environmental stewardship	101554658	Int J Soil Sediment Water	Int J Soil Sediment Water		1940-3259
39023	The open pathology journal	101554662	Open Pathol J	Open Pathol J		1874-3757
39024	The R journal	101554666	R J	R J		2073-4859
39025	Translational behavioral medicine	101554668	Transl Behav Med	Transl Behav Med	1869-6716	1613-9860
39033	Freshwater reviews : a journal of the Freshwater Biological Association	101554712	Freshw Rev	Freshw Rev	1755-084X	
39067	Cardiorenal medicine	101554863	Cardiorenal Med	Cardiorenal Med	1664-3828	1664-5502
38757	International journal of clinical pharmacy	101554912	Int J Clin Pharm	Int J Clin Pharm	2210-7703	2210-7711
38759	Trends in cell & molecular biology	101554926	Trends Cell Mol Biol	Trends Cell Mol Biol	0972-8449	
